0	100
1	100
2	100
3	100
4	100
5	100
6	100
7	100
8	100
9	100
10	100
11	100
12	73
13	89
14	100
15	100
16	69
17	100
18	100
19	100
20	100
21	100
22	99
23	100
24	100
25	100
26	100
27	99
28	100
29	100
30	100
31	100
32	59
33	84
34	100
35	100
36	100
37	100
38	100
39	100
40	99
41	100
42	100
43	99
44	100
45	100
46	100
47	100
48	92
49	100
50	100
51	85
52	100
53	100
54	72
55	100
56	100
57	99
58	100
59	100
60	100
61	62
62	81
63	83
64	99
65	100
66	100
67	100
68	87
69	99
70	100
71	100
72	54
73	99
74	81
75	100
76	100
77	60
78	79
79	100
80	100
81	100
82	85
83	100
84	100
85	100
86	100
87	96
88	100
89	100
90	100
91	100
92	96
93	100
94	100
95	81
96	78
97	100
98	62
99	100
100	100
101	99
102	100
103	100
104	100
105	59
106	56
107	100
108	52
109	45
110	99
111	100
112	100
113	60
114	100
115	100
116	17
117	52
118	62
119	100
120	100
121	100
122	87
123	100
124	100
125	54
126	98
127	100
128	100
129	100
130	52
131	20
132	97
133	100
134	100
135	66
136	100
137	100
138	56
139	100
140	100
141	78
142	100
143	98
144	100
145	94
146	100
147	100
148	78
149	100
150	100
151	100
152	100
153	80
154	100
155	100
156	100
157	100
158	63
159	100
160	100
161	98
162	78
163	61
164	100
165	100
166	53
167	30
168	60
169	69
170	52
171	63
172	100
173	100
174	88
175	69
176	56
177	98
178	99
179	100
180	52
181	51
182	56
183	51
184	98
185	95
186	78
187	100
188	100
189	98
190	100
191	61
192	100
193	100
194	87
195	58
196	98
197	100
198	54
199	64
200	100
201	100
202	76
203	53
204	98
205	84
206	56
207	57
208	66
209	85
210	100
211	61
212	99
213	100
214	79
215	50
216	96
217	73
218	53
219	23
220	50
221	79
222	59
223	92
224	52
225	63
226	99
227	84
228	52
229	14
230	65
231	71
232	51
233	54
234	100
235	98
236	56
237	88
238	61
239	99
240	100
241	40
242	97
243	100
244	51
245	48
246	100
247	74
248	57
249	83
250	66
251	100
252	100
253	69
254	99
255	100
256	88
257	50
258	81
259	54
260	56
261	57
262	100
263	100
264	55
265	56
266	100
267	100
268	54
269	56
270	100
271	100
272	56
273	58
274	99
275	100
276	57
277	55
278	100
279	100
280	53
281	54
282	100
283	99
284	54
285	63
286	98
287	100
288	74
289	54
290	99
291	95
292	51
293	35
294	88
295	54
296	54
297	54
298	100
299	100
300	54
301	57
302	99
303	100
304	59
305	55
306	99
307	100
308	54
309	54
310	99
311	100
312	54
313	56
314	99
315	100
316	58
317	54
318	99
319	100
320	55
321	54
322	99
323	100
324	56
325	54
326	99
327	100
328	56
329	54
330	99
331	100
332	56
333	54
334	98
335	100
336	58
337	54
338	98
339	100
340	58
341	54
342	97
343	100
344	58
345	55
346	97
347	100
348	58
349	55
350	97
351	100
352	59
353	56
354	97
355	100
356	60
357	58
358	95
359	100
360	61
361	59
362	91
363	100
364	65
365	62
366	90
367	100
368	70
369	65
370	83
371	100
372	83
373	71
374	78
375	100
376	97
377	78
378	72
379	99
380	98
381	62
382	87
383	100
384	79
385	65
386	83
387	100
388	86
389	68
390	80
391	100
392	94
393	73
394	80
395	100
396	95
397	68
398	82
399	100
400	89
401	66
402	83
403	100
404	87
405	66
406	83
407	100
408	86
409	65
410	83
411	100
412	84
413	65
414	83
415	99
416	82
417	65
418	83
419	98
420	79
421	65
422	86
423	98
424	76
425	61
426	88
427	98
428	69
429	56
430	91
431	95
432	61
433	52
434	96
435	86
436	55
437	48
438	94
439	72
440	54
441	47
442	90
443	68
444	55
445	47
446	89
447	72
448	55
449	46
450	89
451	71
452	55
453	45
454	89
455	71
456	55
457	45
458	88
459	71
460	55
461	45
462	88
463	71
464	55
465	45
466	88
467	71
468	55
469	45
470	87
471	71
472	55
473	45
474	87
475	71
476	55
477	44
478	87
479	71
480	55
481	44
482	87
483	71
484	55
485	44
486	87
487	71
488	55
489	44
490	87
491	71
492	55
493	43
494	87
495	71
496	55
497	43
498	86
499	71
500	55
501	42
502	86
503	73
504	56
505	42
506	86
507	73
508	56
509	42
510	86
511	73
512	57
513	42
514	86
515	73
516	58
517	43
518	84
519	73
520	58
521	43
522	84
523	74
524	58
525	44
526	84
527	75
528	61
529	45
530	83
531	77
532	62
533	46
534	80
535	76
536	68
537	49
538	77
539	76
540	76
541	52
542	72
543	74
544	78
545	49
546	78
547	74
548	72
549	48
550	76
551	73
552	77
553	45
554	77
555	72
556	72
557	47
558	75
559	71
560	73
561	44
562	75
563	71
564	70
565	44
566	73
567	68
568	72
569	44
570	74
571	68
572	69
573	43
574	73
575	68
576	69
577	41
578	71
579	67
580	68
581	41
582	71
583	66
584	68
585	40
586	69
587	66
588	68
589	40
590	69
591	66
592	68
593	37
594	69
595	65
596	68
597	36
598	69
599	64
600	67
601	35
602	68
603	64
604	67
605	35
606	67
607	63
608	65
609	35
610	66
611	63
612	65
613	35
614	65
615	63
616	64
617	36
618	63
619	63
620	64
621	36
622	63
623	63
624	64
625	36
626	63
627	63
628	64
629	36
630	63
631	63
632	64
633	36
634	63
635	62
636	64
637	36
638	63
639	62
640	64
641	36
642	63
643	61
644	64
645	36
646	64
647	61
648	64
649	36
650	63
651	60
652	64
653	36
654	62
655	60
656	64
657	36
658	60
659	60
660	64
661	36
662	59
663	60
664	64
665	36
666	59
667	60
668	64
669	36
670	59
671	60
672	64
673	36
674	55
675	60
676	63
677	35
678	55
679	58
680	63
681	35
682	56
683	59
684	62
685	35
686	55
687	58
688	62
689	35
690	55
691	59
692	62
693	35
694	54
695	56
696	62
697	38
698	56
699	60
700	61
701	32
702	50
703	45
704	61
705	43
706	60
707	47
708	59
709	41
710	61
711	54
712	59
713	34
714	48
715	44
716	59
717	44
718	60
719	46
720	60
721	43
722	61
723	51
724	58
725	34
726	48
727	46
728	61
729	42
730	62
731	53
732	58
733	31
734	47
735	35
736	54
737	47
738	59
739	38
740	53
741	53
742	61
743	34
744	51
745	45
746	58
747	43
748	60
749	48
750	58
751	36
752	53
753	50
754	60
755	36
756	52
757	50
758	60
759	39
760	55
761	54
762	60
763	32
764	48
765	30
766	48
767	44
768	57
769	40
770	58
771	51
772	59
773	31
774	43
775	27
776	36
777	28
778	45
779	42
780	55
781	43
782	59
783	48
784	58
785	38
786	53
787	52
788	60
789	35
790	51
791	43
792	55
793	43
794	59
795	45
796	59
797	43
798	59
799	47
800	57
801	38
802	54
803	51
804	60
805	33
806	47
807	31
808	50
809	42
810	55
811	41
812	56
813	50
814	57
815	33
816	42
817	22
818	29
819	11
820	7
821	2
822	3
823	3
824	3
825	3
826	3
827	3
828	3
829	3
830	3
831	3
832	2
833	2
834	2
