0.724492 6.38728
0.438243 7.5938
0.505169 5.47828
0.933551 5.473
0.791575 4.71048
0.479482 6.26068
0.474203 6.82598
0.834875 5.3786
0.444243 8.10171
0.215755 5.68559
0.563617 5.67876
0.761624 4.86727
0.0566547 7.37406
0.0719896 7.49921
0.994363 4.14948
0.434598 7.8366
0.625435 7.4956
0.363583 5.86526
0.0742363 7.24514
0.295761 5.88903
0.00102971 4.35195
0.904386 5.67302
0.244138 5.86269
0.043107 7.03361
0.496114 5.74248
0.121781 6.61237
0.481962 6.0107
0.582411 6.32966
0.373302 5.93961
0.137273 6.08643
0.937509 5.11055
0.340596 5.23015
0.0398426 7.03782
0.178966 5.51417
0.543269 4.95607
0.809929 5.0297
0.268454 5.81279
0.235276 5.50296
0.441639 7.93436
0.964406 4.73731
0.940423 5.21229
0.873835 5.99175
0.567769 6.16573
0.360977 5.69361
0.398757 7.71455
0.751565 5.66955
0.656702 7.47469
0.900619 6.07105
0.846485 5.59167
0.735473 5.81061
0.929792 5.33344
0.979715 4.32125
0.553962 5.73979
0.325804 5.01895
0.593426 6.63065
0.572448 5.79898
0.90011 5.40536
0.495624 5.87831
0.571462 5.92394
0.261532 5.91459
0.446153 7.50916
0.325356 4.92492
0.294778 5.34329
0.327724 4.80062
0.746961 5.45794
0.465097 6.99506
0.502504 5.48653
0.850122 5.66607
0.207484 5.56975
0.702004 6.74948
0.350912 5.32902
0.0185099 5.54234
0.80853 4.77168
0.0822702 7.23761
0.98333 3.86837
0.726639 6.59227
0.461934 7.12499
0.591336 6.53341
0.374767 6.56294
0.199209 5.23412
0.98772 3.49367
0.360381 5.54893
0.0641778 7.41991
0.0133754 5.47708
0.839119 5.05271
0.79855 4.78023
0.545846 5.42294
0.258313 6.3724
0.463445 7.00166
0.202352 5.2607
0.609226 6.78593
0.639986 7.571
0.38466 6.82369
0.637266 7.46743
0.659172 7.63531
0.498466 5.57357
0.492556 5.88252
0.735492 6.05878
0.36876 6.1309
0.542301 4.92145
0.268256 5.8963
0.873315 6.055
0.553449 5.32918
0.446176 7.80006
0.429588 8.03055
0.992545 3.79392
0.284632 6.00464
0.757297 4.75022
0.933453 5.23146
0.184862 5.37448
0.652955 7.32543
0.261166 5.92827
0.261507 6.12862
0.878399 5.55855
0.976105 3.98769
0.464585 6.66308
0.715994 6.51258
0.471704 6.23018
0.42595 8.14521
0.506029 5.06339
0.18266 5.43481
0.99871 3.67828
0.771387 4.69431
0.882318 5.91938
0.930737 5.30503
0.62995 7.42916
0.931441 5.43751
0.0266636 6.02129
0.949839 4.82001
0.69143 7.16415
0.706141 6.98003
0.280052 5.57981
0.0658162 7.22146
0.251476 6.19192
0.0179612 5.68499
0.376911 6.59685
0.51513 5.48315
0.661148 7.79521
0.576308 6.02943
0.385165 7.03275
0.0792947 7.03588
0.0218214 6.10992
0.574501 6.42288
0.738811 5.76956
0.114038 6.42905
0.441318 7.83685
0.502535 5.70094
0.219416 5.78733
0.332018 5.03474
0.807012 4.92106
0.64892 7.39382
0.116727 6.4641
0.368875 5.92571
0.877104 5.61543
0.478813 6.12542
0.442706 7.62101
0.985839 3.72414
0.428541 7.78353
0.726889 6.33624
0.267521 5.83797
0.0119008 5.72636
0.769683 4.95494
0.395784 7.58356
0.846436 5.67288
0.540531 5.26176
0.0818404 7.34372
0.43403 8.02863
0.952917 5.17869
0.109734 6.48829
0.195514 5.91937
0.621651 7.52001
0.389311 7.09658
0.0774138 7.14506
0.516967 5.34127
0.330092 5.00159
0.0049564 5.19228
0.243569 6.04003
0.570324 5.6316
0.102595 6.93019
0.134027 5.98431
0.498739 5.32133
0.554366 5.35704
0.546208 5.39016
0.585298 6.46401
0.355953 5.92773
0.363719 5.76959
0.314449 5.00144
0.0503874 7.23521
0.739732 5.60915
0.0821809 6.89359
0.209999 5.92218
0.943563 5.00798
0.755791 4.96792
0.798148 4.93554
0.851487 5.42033
0.385073 6.61225
0.568512 5.73949
0.508356 4.88981
0.334547 4.90695
0.379879 6.84206
0.162821 5.34663
0.866518 5.45329
0.293984 5.4984
0.791284 4.4128
0.118799 6.17466
0.383297 6.96702
0.295743 5.57236
0.386933 6.76373
0.543439 5.30917
0.44822 7.70065
0.627505 7.31112
0.452228 7.38536
0.381042 6.52101
0.628998 7.69972
0.289054 5.62422
0.396297 7.25717
0.304211 5.28573
0.336206 5.08838
0.375651 6.33943
0.44749 7.4523
0.631953 7.22083
0.101532 7.24664
0.469449 6.41972
0.275046 6.06408
0.458665 7.27096
0.97456 4.49366
0.858141 5.86318
0.201102 5.61418
0.993964 3.78
0.99401 4.03903
0.440276 7.59959
0.461788 7.14596
0.130173 5.96676
0.168924 5.01615
0.964686 4.57079
0.21842 5.73585
0.909325 5.32508
0.542133 5.40831
0.403313 7.55485
0.00184234 4.93341
0.769892 5.03505
0.329411 4.93764
0.705605 6.79069
0.705387 6.64696
0.693353 7.09301
0.893743 5.87737
0.562263 5.50083
0.117767 6.65465
0.596547 6.82544
0.666655 7.16664
0.854801 5.4189
0.497287 5.17319
0.814316 4.58041
0.261109 6.13361
0.477044 6.20939
0.868511 6.07134
0.843229 5.48974
0.0137338 5.37123
0.849892 5.4506
0.810867 4.58239
0.0392204 6.9488
0.299749 5.22012
0.0263668 6.35917
0.544928 5.21543
0.37134 5.99271
0.00116785 4.71427
