3.32971 0.15717 4.30268 2.52019 2.09837 0
0.675489 1.12915 3.27544 0.21648 2.27254 0
2.682 1.03905 5.27939 1.25617 1.30218 0
1.15563 1.7663 5.25681 -0.934615 2.02648 0
1.89375 0.624716 5.50459 1.43698 2.31837 0
0.798131 2.86635 6.72447 0.303633 0.868554 0
3.528 1.33524 3.9431 2.07467 0.796469 0
3.08919 1.0423 4.33937 0.288881 2.34832 0
2.07842 -0.104899 4.02743 0.508408 2.95043 0
1.36275 3.77659 4.58605 0.797441 4.17571 0
2.95016 2.76634 5.26161 1.62531 1.49497 0
2.00748 2.17533 6.2349 1.71063 5.02219 0
-0.0951934 1.33363 4.43178 0.407842 2.70208 0
2.08674 0.668779 4.55945 -0.224648 2.97574 0
1.58894 -0.216438 5.38441 1.80489 2.87168 0
0.844503 2.37794 3.97205 0.734301 2.10535 0
1.43731 -0.443345 6.84116 0.608385 1.99989 0
0.880684 0.0041616 3.36799 0.268981 -0.29144 0
2.15512 3.13112 6.00467 1.60385 3.50102 0
2.76641 1.2661 6.44748 1.58416 1.57674 0
0.931739 0.172827 4.3052 0.134471 4.26003 0
2.53783 0.503453 5.08054 0.729946 2.06208 0
2.12507 1.63357 4.80441 1.79836 0.294306 0
4.3774 2.0753 5.40281 1.92163 3.28925 0
0.690741 2.28881 3.65748 3.3206 2.02914 0
0.801581 0.372878 5.40767 0.208269 2.21176 0
1.45762 1.56559 5.51648 0.129342 1.23086 0
-0.0274589 -0.990954 4.1215 1.57282 0.762244 0
2.1128 0.86163 3.58201 1.16253 2.68176 0
1.44349 2.26793 3.44881 1.89318 2.48333 0
1.59979 2.48233 4.94096 1.92464 0.9986 0
1.83327 0.73124 5.90005 0.605966 1.14946 0
0.617214 0.562907 4.97228 1.09288 2.78806 0
2.85615 0.0301465 7.03878 0.984598 1.37659 0
1.77108 1.07778 5.76707 0.205773 1.94876 0
1.00005 1.82942 5.45978 -0.166731 1.69997 0
2.35131 0.413563 3.5691 1.9853 0.484505 0
2.60421 -0.0862736 4.43564 1.54119 2.31759 0
2.84197 2.90326 4.59945 0.152097 1.45257 0
1.58208 0.190802 5.40716 -0.110411 1.30065 0
2.63475 0.919909 5.65757 -0.0605953 2.42291 0
3.36211 0.925568 5.45482 2.07574 2.53737 0
0.240414 0.394695 4.33125 1.0677 3.36586 0
2.05466 2.87553 4.66441 1.26921 3.12229 0
1.17753 1.08806 5.26134 3.13248 3.68031 0
3.32774 1.88558 4.95633 1.37164 2.51684 0
2.5978 0.599491 4.63847 1.60559 0.178671 0
1.36528 1.3907 4.6027 1.99747 1.93489 0
1.29643 1.70115 4.66216 0.645929 2.92376 0
3.95428 3.08243 3.93441 1.30058 1.32042 0
1.40132 0.27627 4.80513 1.04166 2.7172 0
3.2614 2.06932 4.98821 1.39688 2.10745 0
1.52367 0.330787 5.54036 1.55745 3.07881 0
1.08955 -0.405992 4.60382 2.22093 2.68318 0
1.70842 1.74249 4.06385 1.62832 2.36195 0
3.02156 -0.374928 4.54031 0.871363 2.08162 0
0.898421 0.583677 3.42323 0.950589 2.71853 0
1.69285 1.71522 3.69628 0.116017 1.25449 0
2.14663 2.28422 3.94257 1.10709 2.30519 0
2.08211 1.74371 4.29697 1.0073 0.509998 0
2.26718 2.96353 4.28286 0.453578 3.51843 0
1.0675 2.78069 4.7229 1.35018 0.957161 0
2.40241 1.83614 5.34285 0.759051 1.52814 0
0.903478 -0.518913 6.84625 -0.0606329 2.84644 0
1.04345 2.65403 5.57656 -0.292611 0.965704 0
2.28029 1.15819 3.75038 -1.10935 2.51557 0
2.34617 1.94633 5.69462 2.05967 2.26892 0
2.87099 0.298082 6.08608 0.4506 1.21719 0
1.82477 0.853218 4.6608 1.01818 3.01563 0
3.25975 2.02175 4.5064 0.739582 2.15255 0
1.59659 1.07225 6.21895 2.60955 2.05562 0
1.41733 1.45146 4.46612 1.3999 1.64464 0
1.95079 0.763126 5.92119 -2.02656e-06 3.09382 0
2.56866 2.16478 4.9619 1.05459 1.57479 0
2.20492 0.970606 3.99322 1.44267 2.08569 0
0.958023 2.91097 4.99927 -0.276938 2.7735 0
3.48566 -0.184295 6.38309 -0.80516 2.37161 0
3.7233 0.246151 4.65855 0.961642 0.644643 0
1.66244 0.769308 7.82801 0.487819 3.67469 0
1.15862 0.301482 5.2567 3.15115 0.595465 0
1.55475 2.10898 5.34567 0.483478 3.504 0
1.71589 1.46925 3.9809 0.621387 1.47258 0
2.02951 1.73809 3.78744 -0.234157 1.8657 0
2.08086 0.518595 3.71645 -0.499205 4.17272 0
2.93861 -0.208866 6.51306 -0.141603 1.18219 0
1.69405 0.24303 4.21071 2.22876 1.76038 0
1.3997 1.907 5.85912 -1.5251 2.45494 0
1.84138 0.833258 4.41004 0.926916 1.23219 0
2.97633 1.1919 3.97275 0.184653 3.10467 0
0.788292 3.18069 6.6728 -1.36112 2.05437 0
4.07425 0.225883 3.78714 1.05791 2.84065 0
2.46344 0.133134 5.28578 0.600967 1.06722 0
2.9274 -0.264436 4.71678 1.35117 1.74739 0
3.63533 0.130906 3.15872 0.580764 2.45954 0
2.2989 1.92449 4.99691 1.39031 2.24126 0
2.93674 0.076187 5.32962 3.02605 3.32983 0
1.91343 1.78351 5.0489 1.05558 2.68411 0
2.4655 0.813599 4.66157 1.67056 2.4288 0
2.87833 0.406829 6.65584 0.17446 2.92878 0
3.47441 -0.340957 4.23004 3.12173 2.73816 0
2.69458 1.60734 3.99206 0.394666 1.34189 0
1.60527 1.76848 5.87805 2.96922 2.61381 0
1.7501 0.996892 4.85291 0.520445 2.63752 0
2.13904 2.05009 3.57358 0.556235 2.16571 0
3.1514 0.422019 6.27163 1.62098 1.96798 0
0.165607 0.0756605 5.65523 0.785828 2.38952 0
2.10697 -0.235199 5.36639 0.333255 2.30336 0
0.317666 2.36631 4.65938 1.61892 1.5818 0
2.51975 1.36977 5.41199 -0.0350761 4.02324 0
1.42631 1.21258 4.79361 1.16614 2.47381 0
2.14654 2.37984 4.81609 0.479576 2.49804 0
2.3002 1.05962 6.14708 4.0448 1.27202 0
3.24442 1.55624 5.87794 -1.15751 1.64447 0
2.37351 0.993742 7.18664 0.85929 2.01472 0
2.79826 -1.30537 3.95594 1.8433 3.00379 0
1.59488 0.975478 4.91338 0.479754 2.17649 0
2.86136 2.10605 5.05253 -0.478939 1.43283 0
1.14344 1.5062 5.28165 0.89924 1.84182 0
0.324096 1.7454 4.37444 1.60428 1.17386 0
1.76623 2.82647 5.34963 1.57868 2.22821 0
3.26263 5.36612 6.20559 3.76353 4.12494 1
3.44336 4.41622 4.34053 3.23642 4.37719 1
4.50482 5.39665 4.9308 2.86134 4.61034 1
2.64239 4.93095 4.45293 3.02861 4.89072 1
2.91029 4.43646 4.28902 2.6833 3.611 1
5.1747 6.14315 3.3238 4.83867 3.11578 1
3.23673 6.1726 3.23131 3.71451 2.98112 1
5.02676 5.85888 4.60496 2.98499 2.2947 1
4.54594 4.81826 7.08206 5.13174 1.90503 1
5.08328 3.621 5.43402 4.88498 3.26477 1
4.71376 6.2431 3.40278 3.88272 3.72577 1
3.67406 4.95118 5.2571 3.90837 5.36135 1
2.54715 4.75895 3.77401 4.49011 3.90501 1
2.66713 6.13837 4.45015 4.91737 3.58614 1
4.42908 6.42144 4.66718 3.32341 4.52068 1
4.49732 4.8675 4.06018 3.04556 4.25011 1
4.97414 5.01584 4.09658 4.22023 1.90998 1
3.77883 5.30591 4.73068 2.88781 4.24776 1
5.25621 4.52618 3.47227 2.13953 3.37183 1
6.83657 6.32553 3.34523 3.70762 5.62303 1
3.67518 4.96245 3.82713 2.97504 3.12123 1
3.29056 4.18691 5.02655 3.2706 3.86531 1
4.32416 4.65977 4.22624 3.41047 2.84002 1
2.66984 6.01284 2.34012 5.66472 2.97248 1
4.44987 4.43276 2.57993 2.98567 4.70864 1
3.25465 3.60117 3.97734 3.43089 4.53539 1
3.42852 5.01624 3.73885 3.54966 2.95912 1
3.92513 4.64902 3.85479 4.36839 4.50775 1
3.44661 6.06096 2.59185 5.31755 4.5365 1
3.00749 4.91393 4.25667 3.9156 2.32403 1
3.93921 4.61537 4.6363 2.97012 3.46024 1
4.05027 5.27818 4.80551 2.93361 1.81644 1
4.94957 4.20269 4.36324 3.47326 3.36337 1
3.72021 3.26773 5.6435 3.92033 1.87634 1
5.84839 4.80672 3.76447 3.42939 3.27997 1
3.61807 5.38484 4.8655 4.49878 4.1519 1
6.3058 3.39816 4.01275 3.79233 4.9636 1
5.00647 4.92537 3.19286 6.15413 4.8777 1
0.516277 5.129 4.25998 5.152 3.78544 1
3.4655 4.15428 4.03919 2.14367 4.31109 1
4.28478 3.43628 4.36264 3.4236 3.53737 1
5.04888 3.2846 3.64187 4.53654 4.03896 1
4.79008 5.29749 3.23364 4.93312 2.83435 1
3.36178 4.95644 4.31386 4.72331 6.06181 1
3.8783 4.5493 4.51604 4.82118 3.12119 1
5.08382 5.23022 2.5081 4.08518 2.77135 1
4.88867 4.08361 4.51389 2.50247 4.55157 1
4.07281 2.86162 2.78488 4.34216 2.59038 1
2.90077 6.33818 3.8103 2.77626 4.49282 1
5.11334 6.09186 4.60896 3.65577 4.93872 1
2.42754 6.3646 2.16706 4.02714 2.96052 1
3.52669 5.68381 3.36201 4.68269 4.6184 1
4.50839 4.82683 4.52794 4.29314 5.56959 1
4.86947 5.79311 3.31537 3.66462 4.67857 1
3.43945 4.13543 4.04383 4.14392 4.37843 1
4.09892 4.68534 4.17461 4.65926 4.87282 1
5.08386 5.25166 5.51947 5.91861 3.81189 1
4.97186 3.89517 3.40507 4.57175 3.4208 1
5.17255 6.25595 4.56042 4.69202 4.80615 1
2.47341 6.90731 2.62628 4.18593 2.96446 1
0.997633 3.81351 3.50488 4.79142 5.42663 1
2.02782 5.39709 3.19557 4.20365 4.08615 1
5.32793 4.18606 4.54955 3.18388 4.47211 1
4.6405 4.43976 4.83278 3.7529 4.24942 1
5.42838 4.25949 5.02116 5.46639 1.62936 1
4.7384 5.7158 4.18962 2.98292 4.11467 1
3.79502 4.43555 4.26459 5.76953 3.43054 1
5.57083 5.14085 5.66477 3.377 3.97941 1
4.02402 5.08851 3.45352 4.38461 3.54153 1
0.954592 3.76624 5.34253 5.19217 4.90054 1
4.31255 4.44059 4.11399 5.22172 3.62807 1
5.30538 7.94925 4.3367 4.5122 5.44402 1
3.88347 5.55409 2.67519 3.84989 3.90993 1
5.02583 4.97409 3.03218 5.62443 3.15803 1
3.11445 5.58145 3.52419 4.97747 3.87487 1
3.58171 5.76971 5.01788 2.39798 3.49647 1
4.3584 5.5466 3.29115 3.84088 6.33415 1
4.80161 4.16332 2.39985 3.47955 3.44932 1
2.75249 4.38217 3.94886 3.64013 3.02315 1
4.92258 5.35541 2.8885 4.41439 2.03629 1
5.21784 4.92998 2.86953 2.14634 4.7412 1
2.60648 5.03795 3.00666 3.97366 5.5757 1
5.65297 6.02638 5.95518 4.82219 3.02532 1
4.09571 6.06355 4.53851 5.69042 2.81939 1
3.18515 4.98327 3.66117 4.09971 3.19617 1
4.52416 6.21737 2.38451 4.0482 2.45915 1
1.54129 4.60364 3.75718 2.12802 3.33813 1
3.51756 5.91195 3.83787 4.91037 4.06522 1
4.948 6.85311 3.92398 2.85899 5.35849 1
3.15305 5.27728 2.23876 4.80733 5.6162 1
3.34173 4.72413 2.82441 4.01154 3.68619 1
3.07339 5.72888 4.65311 5.69666 3.79838 1
4.56237 5.36733 2.91978 2.89073 2.95341 1
4.40687 5.52934 4.71279 4.27085 2.26378 1
4.22882 5.91882 5.10597 5.28126 2.97535 1
4.22106 4.27603 5.15218 4.96333 2.84669 1
5.77537 3.41023 3.46294 4.69623 4.61654 1
2.68258 5.02013 4.08588 3.86659 1.88015 1
3.21556 5.51532 3.79012 3.10502 4.00277 1
4.06013 2.98509 4.95434 5.62696 4.08521 1
4.53861 4.17317 4.55773 3.68176 5.25338 1
4.86856 5.46654 5.89671 5.08099 4.49856 1
3.11743 5.60343 4.66895 3.8449 3.78017 1
2.86605 4.38628 6.43027 2.9726 5.17313 1
5.68662 5.52173 5.39165 2.83578 3.86481 1
2.73579 4.11075 4.18761 2.81492 3.77416 1
3.92163 6.82411 2.93849 3.463 3.49045 1
5.4311 4.08145 3.69481 3.68737 4.01164 1
4.19542 5.19954 4.10313 6.2194 4.84831 1
4.51824 4.22194 4.01158 4.45325 4.07574 1
3.75575 3.76236 4.4046 3.20342 3.74958 1
4.11564 6.72435 3.09815 3.89537 4.17325 1
